position,pace,shooting,passing,dribbling,defending,physical,gkDiving,gkHandling,gkKicking,gkReflexes,gkPositioning,ovr
CAM,79.56,75.96,55.19,70.18,45.74,48.69,13.66,15.26,17.89,10.77,14.51,79.77
CM,63.6,70.17,70.09,57.86,37.82,63.24,8.43,15.82,4.29,4.45,12.61,73.54
RB,62.25,44.16,42.86,62.06,50.28,68.76,7.63,16.14,13.51,16.74,11.98,73.18
LW,81.58,58.19,73.49,79.62,40.09,60.86,8.18,13.17,10.54,12.56,11.85,81.67
CAM,66.31,88.54,75.9,62.34,58.11,55.75,10.79,13.45,19.56,17.97,19.9,78.39
CAM,75.16,74.94,82.8,84.3,56.2,62.53,13.24,7.93,13.47,12.69,14.54,87.13
LW,77.28,66.78,61.15,83.17,49.69,76.55,13.11,14.7,20.21,9.41,20.2,83.29
CAM,60.36,73.75,76.66,72.46,38.41,51.33,12.46,10.8,5.81,7.5,10.83,79.88
CB,76.42,38.23,66.32,45.93,90.71,73.41,14.79,14.54,5.4,12.18,14.09,84.96
CAM,90.71,64.31,71.39,74.68,35.31,71.67,11.72,7.07,12.81,9.97,9.48,82.2
ST,59.16,69.24,64.48,71.72,47.2,58.51,13.65,9.21,16.77,10.11,13.27,76.41
GK,59.63,18.71,67.71,17.25,60.07,76.53,72.53,70.51,77.11,67.06,76.28,82.74
LW,85.72,80.89,79.4,69.95,23.38,77.32,7.59,13.34,10.92,8.87,14.21,86.26
CM,77.07,49.34,80.66,60.05,55.92,58.93,8.52,7.73,19.89,5.25,14.27,74.44
LW,97.1,56.3,63.91,69.38,38.5,60.56,20.61,9.36,6.35,10.69,6.1,80.49
CM,73.47,59.67,69.15,58.22,35.77,64.95,12.47,19.79,10.69,10.14,16.65,75.38
CB,54.65,10.42,51.47,44.1,78.62,81.0,15.78,13.37,12.21,9.75,11.45,80.27
RB,62.56,36.75,84.05,74.91,63.93,87.14,13.51,20.34,14.51,13.81,16.48,84.05
CB,65.62,25.12,52.08,49.58,76.93,77.67,11.9,18.77,9.16,8.99,16.23,81.06
CAM,54.53,62.61,85.07,92.97,54.33,58.31,8.86,9.68,8.69,16.63,12.44,86.25
ST,67.44,74.35,75.79,57.39,55.2,62.22,14.24,9.45,18.23,17.78,6.7,78.27
CDM,63.21,56.75,77.9,59.66,64.04,78.86,5.76,8.54,10.6,16.99,8.29,80.93
ST,90.64,76.7,63.13,57.35,31.87,67.91,13.05,11.63,5.02,19.13,12.64,85.56
CDM,71.07,60.2,67.34,41.47,60.73,75.47,14.37,9.99,16.42,19.15,4.92,79.89
GK,55.0,21.53,32.67,47.3,34.48,55.17,75.37,56.98,61.93,80.33,92.16,79.26
CDM,74.47,53.1,61.46,67.52,87.04,69.19,19.08,5.49,13.15,11.4,5.41,81.29
GK,24.37,24.92,73.1,19.7,28.3,52.55,70.44,44.32,69.94,82.55,63.65,78.01
CB,76.61,38.48,51.17,39.71,69.32,91.59,17.67,16.8,8.98,24.6,7.31,84.04
CAM,59.8,71.2,76.39,81.14,35.1,74.16,10.42,14.28,14.98,9.05,12.32,80.64
RW,84.29,58.35,58.55,89.76,34.58,69.53,15.84,15.86,15.47,14.18,6.67,83.05
ST,63.04,65.54,66.61,68.87,23.06,67.33,4.94,9.57,13.28,17.49,13.42,80.97
CAM,65.47,86.18,76.46,80.58,45.2,46.44,8.09,5.12,9.61,10.54,14.73,84.66
RW,68.46,64.38,81.42,76.97,47.55,62.93,12.34,10.33,11.13,14.67,3.93,81.48
CDM,74.27,53.11,84.52,53.2,70.96,71.45,14.89,14.86,21.54,19.13,15.02,78.85
RB,65.02,45.76,90.24,66.3,70.24,72.37,12.66,6.21,14.63,9.68,13.78,84.05
CB,53.41,28.77,59.89,41.93,77.96,77.51,5.82,5.07,12.69,14.32,10.9,80.13
ST,59.81,81.16,53.72,80.72,42.4,69.01,8.13,22.2,12.67,16.98,12.07,79.79
CM,70.68,44.7,81.27,27.43,70.19,69.59,21.12,16.09,13.16,7.85,11.58,74.57
GK,28.13,11.75,43.44,39.02,38.95,46.92,93.09,65.86,72.07,81.33,76.6,83.27
LW,72.68,83.36,63.02,76.25,35.55,58.57,10.14,11.65,12.32,11.05,9.66,82.95
CM,68.59,72.79,76.38,80.55,46.77,59.45,7.51,12.74,13.1,8.84,18.9,80.78
CDM,78.42,49.5,77.24,59.55,79.82,60.63,11.18,7.28,11.1,16.73,11.37,82.17
RW,68.29,84.53,65.88,62.39,49.73,54.1,10.89,16.68,12.45,12.55,11.69,79.35
RW,79.56,81.6,43.57,76.72,65.85,68.9,11.6,10.07,10.27,12.78,15.7,81.33
CAM,80.7,88.41,86.67,77.71,34.18,60.24,20.82,12.68,8.36,15.84,9.14,88.95
CM,61.65,64.11,76.52,71.67,63.42,59.49,11.95,14.29,20.3,12.5,14.63,81.76
CM,54.2,52.31,73.85,70.3,61.62,80.11,17.66,19.05,14.93,13.15,7.41,81.29
RB,89.72,59.75,58.18,82.04,56.83,63.88,15.73,14.01,7.81,12.33,5.08,82.7
RB,76.1,36.56,59.79,59.71,68.09,55.73,11.14,15.0,16.67,8.76,13.03,77.57
CM,66.23,45.72,72.92,90.05,44.85,38.88,13.47,16.08,14.18,12.0,14.04,75.47
CDM,45.19,53.83,71.3,51.73,76.75,65.17,7.34,17.43,12.55,6.7,7.74,78.52
CDM,59.1,60.63,78.04,64.41,86.56,97.67,11.3,6.07,12.77,13.84,7.66,86.93
CB,67.0,53.1,32.63,31.72,87.72,86.98,16.3,13.17,13.91,18.23,24.39,83.08
CAM,70.66,71.42,73.77,83.21,26.4,59.14,9.05,9.83,9.12,8.71,10.74,83.47
LB,76.63,51.88,71.23,55.92,54.79,59.8,11.43,16.12,4.78,11.0,9.65,77.59
CM,70.55,57.83,85.28,74.08,63.72,74.1,11.38,13.93,13.57,15.65,13.11,82.53
CDM,58.64,46.72,76.35,45.57,83.5,78.2,11.84,13.08,18.31,10.6,15.71,81.23
GK,58.54,6.95,50.28,24.27,14.73,72.12,86.51,74.35,80.94,83.7,57.68,82.2
CB,32.27,34.0,61.49,37.7,78.56,82.94,12.87,9.3,8.45,12.36,21.65,80.04
LB,65.14,36.69,69.53,74.02,70.28,56.85,12.15,7.0,16.0,16.29,13.13,79.89
GK,33.58,18.7,35.43,37.74,40.12,61.75,70.55,67.21,60.32,79.18,77.99,78.87
CDM,54.74,58.36,73.23,81.59,62.12,69.53,8.55,16.57,13.5,11.78,14.24,79.67
LB,89.19,45.13,62.15,75.31,65.11,76.06,5.44,10.64,8.06,10.3,9.63,82.07
CM,61.43,49.03,68.06,61.69,69.53,58.73,18.11,15.97,7.87,19.17,15.34,76.62
ST,60.34,79.69,51.2,62.7,49.07,77.12,8.86,11.94,16.57,10.0,17.01,80.58
RB,64.39,10.15,57.64,64.83,64.41,66.38,11.24,9.01,13.89,14.0,14.93,77.81
CAM,81.43,62.58,85.07,80.87,37.5,56.08,12.62,14.22,11.81,14.42,11.51,84.81
RW,79.07,71.08,69.16,81.56,28.92,66.78,5.57,12.45,8.78,19.11,11.59,83.82
CDM,61.19,61.5,73.91,73.24,78.42,82.55,17.87,9.2,11.44,10.41,13.1,86.12
LW,82.38,81.3,68.84,80.84,42.03,65.11,15.48,7.22,14.34,9.12,15.0,86.68
RB,64.56,61.7,66.83,68.41,71.45,57.72,12.73,16.93,11.43,18.19,16.01,76.42
RW,71.85,80.74,52.1,71.38,43.33,49.7,11.19,11.83,6.41,12.21,7.63,80.62
CAM,77.53,63.66,74.25,71.21,40.28,67.02,4.85,13.87,18.8,20.11,18.8,80.31
LB,67.37,42.49,64.66,61.83,70.56,81.49,17.76,14.17,7.27,9.8,15.38,80.39
CDM,67.46,30.61,61.43,62.12,99.0,68.06,16.56,14.4,15.8,10.79,16.09,84.49
CM,64.11,76.34,62.12,59.57,55.52,61.83,12.54,11.74,7.33,22.7,6.57,79.11
CB,48.05,33.23,43.38,72.57,81.04,69.52,4.86,11.36,8.21,6.35,14.86,80.23
CDM,65.88,56.06,66.8,56.92,78.05,65.1,16.49,12.46,8.11,11.08,16.23,79.8
LW,81.89,65.69,74.0,91.29,39.84,69.23,17.0,15.2,13.42,7.12,18.2,84.35
LW,69.88,84.25,69.47,71.51,41.61,72.24,14.39,15.03,13.58,14.47,5.65,80.82
LB,64.37,40.49,53.03,66.04,52.12,77.39,6.44,12.01,11.87,11.76,10.42,75.54
RB,75.18,34.08,78.13,86.9,73.27,57.59,6.42,12.96,14.79,11.21,12.05,81.87
CDM,72.36,55.14,74.42,54.32,56.02,73.25,7.49,13.45,8.54,17.96,14.16,77.64
CDM,67.14,43.56,78.87,49.04,61.92,81.47,7.8,15.87,10.5,10.56,4.07,81.94
CDM,74.2,63.09,57.87,55.18,83.69,81.49,7.61,15.76,10.16,13.11,12.42,83.87
LB,83.12,43.04,63.59,72.65,79.9,77.81,16.61,12.29,12.32,11.18,13.59,85.22
ST,84.03,71.62,78.26,58.68,50.27,78.25,11.53,10.34,17.93,9.71,8.34,81.02
CM,70.22,72.04,93.07,72.09,51.06,75.34,16.48,7.76,11.82,10.33,2.89,83.53
GK,46.59,31.98,78.09,44.23,38.54,53.36,54.02,72.05,60.71,46.18,71.77,74.33
CM,55.34,59.67,79.33,79.17,60.54,61.66,15.32,3.7,7.26,11.99,13.87,80.28
LB,65.59,50.02,67.76,73.17,65.65,72.89,12.53,10.06,19.24,14.96,5.61,78.67
RW,77.45,87.15,76.76,91.35,51.45,68.79,8.52,6.0,9.38,13.53,16.36,90.06
CB,54.5,33.99,42.2,45.76,77.4,55.23,12.7,17.4,7.15,12.92,7.43,78.23
LW,79.35,76.91,68.99,74.21,44.2,48.2,17.03,6.49,8.67,12.77,10.34,82.08
ST,76.22,69.84,58.43,78.41,29.92,71.4,14.12,8.89,17.16,9.18,12.46,84.65
CM,56.0,47.11,83.87,54.99,73.33,59.23,9.84,15.7,8.86,16.9,12.87,78.32
CAM,90.67,74.05,78.39,82.69,57.82,37.75,13.31,9.81,17.36,11.01,6.36,84.51
CM,73.68,47.17,81.76,58.29,56.67,59.29,6.56,16.96,10.58,12.29,2.38,79.91
ST,93.57,82.17,57.09,85.83,30.43,68.26,12.23,11.6,10.9,10.02,13.91,86.65
CM,76.23,43.59,71.1,61.77,55.34,73.8,18.49,16.74,6.35,13.07,6.89,79.66
LW,95.44,68.58,76.19,79.49,55.4,47.54,7.27,10.46,15.29,20.03,13.14,85.92
GK,68.28,6.33,53.65,21.37,13.61,40.57,66.31,74.42,41.77,68.11,80.87,78.05
RB,72.77,38.84,75.47,88.78,72.86,74.14,9.64,7.95,19.32,9.59,8.33,84.63
RW,86.79,62.43,58.94,67.53,30.19,71.85,11.66,11.58,13.22,15.86,17.22,81.77
RW,76.05,69.18,56.17,74.48,43.2,49.04,12.04,9.01,12.8,17.7,8.29,82.75
RW,81.14,80.8,81.01,90.04,25.17,62.93,17.55,13.74,14.2,15.11,16.94,88.84
RB,72.73,53.45,75.38,58.15,60.05,59.89,7.76,6.72,18.96,15.62,15.71,77.94
LB,79.5,47.93,57.46,57.38,62.16,55.0,13.72,17.35,11.22,18.14,9.72,79.06
LW,83.4,58.78,68.99,78.67,44.03,57.36,13.54,9.06,10.29,13.67,11.27,83.7
CAM,71.33,83.15,80.91,89.96,45.03,56.58,18.24,11.59,8.96,8.05,14.51,85.63
ST,88.82,90.38,72.25,75.78,40.13,81.11,9.22,8.43,11.0,13.49,9.33,90.19
CM,69.27,39.83,73.06,65.93,70.69,69.14,13.25,6.35,14.85,8.75,14.09,79.03
RB,69.76,26.9,58.31,52.35,70.8,66.63,11.43,10.78,14.98,11.36,16.64,77.74
ST,79.37,81.03,60.51,69.94,35.06,71.39,7.77,15.94,11.86,12.06,9.0,84.73
RW,73.65,66.73,70.29,85.76,33.74,72.76,11.53,13.71,6.5,12.36,5.5,84.73
CDM,52.94,60.34,74.61,67.02,58.2,73.85,11.48,17.17,8.82,14.21,11.8,78.59
LB,80.16,47.75,69.83,41.12,66.6,49.98,6.29,15.08,11.56,8.73,9.57,74.86
GK,52.82,18.15,42.39,19.14,42.19,47.59,55.33,80.55,58.13,67.82,78.64,77.39
RB,77.71,31.68,75.19,67.94,44.34,64.74,7.77,12.25,7.75,11.11,13.94,79.43
LW,84.32,52.96,71.34,68.41,33.13,72.09,9.55,13.35,9.25,14.03,5.39,82.0
CDM,66.43,43.09,69.74,57.2,83.58,81.27,6.53,9.6,7.68,12.52,11.33,84.05
CDM,67.89,34.99,73.04,56.89,78.19,92.23,7.88,14.63,10.34,1.94,14.18,86.97
RB,66.88,50.2,29.0,67.73,93.92,68.09,12.89,12.61,10.27,15.58,7.87,78.45
GK,42.62,32.0,59.99,26.59,14.23,56.06,74.18,65.11,69.21,74.97,76.76,83.44
RW,82.73,64.65,59.55,70.42,45.51,63.65,8.85,14.36,7.59,11.87,12.95,80.06
CDM,69.71,35.2,82.21,68.77,79.23,77.87,7.12,10.52,8.35,3.18,12.7,82.94
CB,49.43,49.57,71.47,54.46,88.75,58.73,18.42,15.25,8.68,18.44,19.39,80.66
LW,76.82,72.66,79.88,84.39,53.98,73.03,6.24,12.05,16.11,9.43,15.95,83.47
CDM,60.54,74.38,65.56,62.37,84.27,91.22,15.35,22.44,8.97,6.49,13.15,84.25
RB,61.44,50.44,57.37,70.48,72.7,51.04,13.04,15.89,5.46,17.37,12.28,76.46
RB,78.04,48.14,76.18,62.45,62.38,58.07,14.08,13.49,12.5,4.91,17.4,82.15
RB,72.59,54.31,62.62,56.3,69.43,61.53,7.84,18.1,8.88,12.01,12.78,76.67
RW,84.11,74.55,63.87,77.62,34.69,60.02,8.43,13.9,11.61,17.2,2.83,82.65
RW,91.73,87.98,59.66,73.84,38.2,89.15,12.1,12.42,16.13,15.83,12.37,84.62
GK,45.9,14.62,40.99,45.02,27.0,57.15,75.81,68.89,58.42,75.72,82.12,80.28
CB,66.59,22.03,54.17,25.34,95.54,70.76,9.4,18.05,13.75,9.17,4.17,82.4
RW,75.4,61.54,57.65,78.22,40.41,70.18,15.87,12.4,8.83,4.67,10.11,79.65
LB,74.08,35.26,83.91,63.84,71.87,69.3,12.05,9.26,14.41,10.76,16.32,83.09
CM,80.51,67.0,78.38,65.12,73.19,76.1,10.22,13.02,12.46,12.32,6.99,80.24
CB,62.55,33.01,68.87,51.77,58.36,72.47,10.16,20.58,9.12,6.59,9.48,76.19
CM,66.95,70.15,71.37,62.66,68.94,53.17,12.24,7.48,12.92,20.08,10.7,76.5
CM,69.82,54.96,93.56,79.32,62.79,73.68,14.31,14.19,15.55,12.09,21.58,86.68
GK,45.22,23.93,46.39,21.78,39.08,72.3,71.31,62.29,76.72,61.97,68.8,78.69
CB,54.49,36.2,51.6,58.26,74.66,70.69,16.98,8.35,11.02,20.91,10.21,79.68
GK,54.41,9.98,56.34,38.64,40.52,67.84,55.97,56.9,90.63,81.77,75.71,79.87
RW,71.73,71.91,67.35,74.0,36.07,38.92,14.39,12.87,6.35,8.8,11.64,79.35
GK,64.37,16.06,36.4,35.29,51.23,56.18,52.14,58.51,62.54,60.8,87.24,76.56
GK,31.98,17.65,53.4,39.99,49.23,72.19,67.91,88.13,62.62,90.62,53.5,79.86
CB,58.05,22.96,43.36,68.7,80.66,63.05,16.31,23.19,22.98,18.83,21.89,78.74
CM,56.73,49.04,74.34,75.06,85.62,65.16,9.3,7.17,16.56,17.57,9.3,79.43
LB,72.5,46.67,61.16,61.23,59.02,62.37,17.11,12.93,12.56,13.09,2.57,79.74
CM,79.53,57.09,63.76,57.18,43.9,59.38,11.85,5.93,14.85,3.91,8.6,73.22
GK,27.42,13.84,66.84,40.05,24.06,54.68,75.85,51.21,54.47,71.85,79.67,78.0
LB,61.31,60.98,58.95,61.88,65.85,70.49,16.33,15.61,12.32,13.0,13.41,79.53
CM,92.96,57.17,68.61,70.96,56.2,61.96,15.68,18.49,6.63,3.73,8.46,85.7
LW,95.91,57.82,58.6,79.8,53.11,45.79,15.53,8.1,8.51,14.26,16.29,85.43
CDM,71.91,32.83,74.1,86.11,94.58,75.47,14.4,13.57,8.07,12.19,13.85,88.03
LW,70.09,63.51,72.06,72.1,31.38,62.53,11.47,5.16,6.84,9.73,14.19,80.87
CAM,60.96,72.24,88.2,96.49,46.32,56.14,17.53,7.87,10.98,11.01,13.24,84.85
CM,78.03,84.5,74.95,83.66,48.63,62.26,15.64,7.46,11.53,14.69,16.33,84.38
RB,67.23,47.49,59.55,69.08,91.65,56.87,12.96,14.74,8.23,9.98,19.53,81.64
ST,79.25,69.54,59.27,64.18,29.59,77.18,9.88,13.48,22.7,12.33,17.41,83.71
CDM,58.13,51.45,69.32,55.19,86.3,83.51,13.39,13.46,11.82,13.88,9.79,83.14
CM,65.83,64.41,75.31,67.46,57.06,56.65,10.09,10.76,7.97,12.06,10.17,76.48
RW,87.11,81.73,78.63,76.93,45.17,65.66,13.51,2.69,11.05,5.59,13.44,86.0
LB,83.98,40.29,54.25,67.7,71.5,50.81,9.13,19.4,7.79,11.6,13.16,79.42
CAM,68.6,87.44,77.7,90.62,62.96,52.0,15.09,7.55,15.45,14.72,6.89,83.12
LW,80.52,78.98,64.7,69.97,61.44,68.16,21.64,10.86,14.55,15.07,13.39,82.01
ST,68.11,58.7,67.26,66.85,41.37,66.2,7.17,20.45,13.86,15.17,15.34,75.74
CDM,44.47,74.46,71.37,54.87,56.06,65.86,15.69,16.71,18.0,9.68,12.37,76.15
RB,75.24,38.16,74.56,81.88,54.51,73.91,12.77,13.92,17.73,6.58,14.02,80.89
LW,80.01,72.03,65.17,70.13,25.86,53.59,13.26,13.92,9.18,6.93,19.08,82.33
RB,73.22,39.41,58.15,75.69,64.35,58.31,8.97,10.94,10.87,11.79,14.07,77.82
CM,55.37,55.28,85.14,83.76,47.45,57.83,13.66,8.56,14.34,7.12,22.09,80.59
ST,68.32,97.71,57.82,72.86,50.09,66.77,13.87,1.01,13.84,14.28,8.15,86.17
CDM,62.06,47.04,66.49,59.45,75.9,80.54,5.36,12.93,16.71,12.16,13.72,80.49
RW,67.57,63.95,52.21,74.58,12.3,44.31,11.02,15.86,18.29,13.64,5.9,75.92
LB,75.34,57.44,67.87,51.9,47.27,73.8,7.55,16.75,5.53,12.49,10.61,78.73
RW,74.11,68.79,72.31,95.64,22.76,59.89,5.95,11.82,9.96,14.15,14.89,85.59
CDM,79.02,40.36,64.99,51.81,65.41,55.11,12.03,10.63,15.05,10.98,17.84,77.34
LB,72.18,43.51,81.73,51.51,57.53,67.56,19.92,14.8,12.91,13.55,10.91,80.01
ST,61.88,75.45,61.56,58.7,33.58,66.72,6.83,5.0,8.56,16.94,11.56,80.98
GK,48.16,26.39,38.16,34.28,25.13,80.27,61.17,99.0,55.43,97.66,65.04,84.65
GK,41.51,20.72,39.28,26.69,47.65,65.01,75.82,77.89,56.93,39.2,47.69,76.27
RB,64.74,53.28,89.39,48.93,60.5,63.37,13.08,19.92,5.08,8.49,19.36,78.04
CAM,68.22,67.35,66.11,84.1,40.46,47.56,8.9,14.25,9.65,11.88,16.94,80.8
LW,77.92,64.91,61.55,80.85,37.17,57.34,9.73,11.57,9.39,13.38,9.94,79.38
GK,48.57,17.73,47.3,45.06,39.93,61.45,79.12,92.24,65.03,77.27,87.3,86.54
LB,66.55,41.74,59.88,71.97,62.71,42.4,8.15,8.31,10.07,14.61,13.11,75.12
RB,81.11,48.4,61.93,71.79,88.86,59.25,15.9,7.88,10.62,22.37,14.01,81.21
ST,87.44,69.33,45.94,83.35,37.1,71.0,13.66,10.48,12.17,11.51,6.62,83.37
RW,91.18,65.02,59.45,86.59,46.16,49.16,17.14,10.48,9.17,9.04,7.3,84.3
CDM,63.86,33.68,68.78,62.79,62.55,75.1,14.22,9.51,11.15,12.81,13.21,79.42
CAM,74.83,66.73,87.74,86.62,33.61,62.88,12.72,14.97,11.73,9.19,4.02,86.57
RW,81.17,79.17,70.1,75.01,35.84,53.72,15.04,11.8,16.04,14.61,10.97,83.62
CAM,63.96,74.86,68.61,68.34,59.87,61.88,10.58,14.6,9.64,14.55,13.02,79.9
RW,73.82,79.35,56.75,93.16,52.55,65.93,9.7,9.51,11.24,19.91,23.52,81.81
CM,75.8,55.81,83.92,57.96,61.69,80.64,14.72,14.37,9.51,16.34,15.29,83.75
CB,77.91,32.67,53.06,51.83,87.26,71.85,17.55,11.47,2.31,9.56,14.6,83.14
RB,71.96,33.08,67.78,53.48,63.09,62.49,4.53,9.28,16.76,16.97,9.56,80.95
GK,43.75,16.45,46.2,38.32,63.32,52.14,78.34,51.13,41.95,63.43,74.21,74.58
CAM,80.75,81.14,74.32,79.5,37.21,58.39,14.29,13.79,15.65,12.95,15.91,84.81
CDM,37.65,53.85,65.18,53.4,79.7,69.09,16.31,11.23,12.2,11.61,11.47,76.1
RW,78.43,66.65,76.77,64.63,34.32,65.94,11.26,12.76,9.48,12.63,7.93,82.57
CB,63.99,46.99,70.92,60.9,82.76,70.76,8.64,18.74,11.3,17.35,11.72,84.82
GK,38.61,19.54,64.72,30.97,43.83,59.2,60.48,67.22,70.13,90.86,70.8,80.77
CB,57.64,43.48,88.94,41.9,81.0,76.51,8.95,8.44,14.6,18.24,24.66,84.99
GK,53.64,24.76,56.14,33.56,10.37,71.74,83.33,67.57,58.05,72.84,81.87,81.77
CM,72.11,59.12,70.42,57.51,70.53,81.44,5.93,12.67,9.74,16.67,9.3,79.15
LB,67.71,40.06,60.77,40.98,69.37,68.45,2.54,8.6,12.71,13.41,9.76,78.04
CDM,40.63,48.35,65.74,57.5,69.23,82.29,10.91,13.85,4.87,14.48,13.48,81.11
LW,85.33,77.94,69.49,69.89,38.94,48.77,7.87,17.09,11.23,8.36,10.59,81.36
RW,78.5,74.95,60.75,89.05,52.27,44.08,16.87,8.82,5.27,13.64,12.14,82.56
CM,64.91,55.43,59.76,74.38,64.73,71.36,12.11,6.7,13.34,9.75,7.17,77.91
RW,75.22,69.92,47.75,63.21,44.67,56.03,7.33,14.17,8.3,11.21,9.37,78.12
CDM,60.88,57.91,63.34,62.31,60.85,79.37,8.52,13.15,6.71,11.8,10.1,76.94
CDM,54.74,47.78,84.92,54.88,66.74,85.36,8.83,10.69,15.69,12.65,14.05,82.61
CDM,63.61,44.85,48.06,77.7,73.36,83.3,12.33,10.03,13.06,13.16,11.2,83.45
RB,74.5,31.55,74.67,74.95,66.91,82.88,6.83,10.22,12.37,15.84,12.13,84.1
RB,57.36,48.47,60.19,55.72,64.62,63.99,10.51,6.09,8.58,20.71,15.9,76.46
RW,91.26,74.1,66.92,79.47,33.85,54.77,18.49,10.7,16.39,18.46,5.37,84.77
CAM,85.56,86.22,60.09,86.34,54.31,56.33,8.53,15.31,15.33,15.04,11.53,84.05
CDM,65.24,57.8,58.27,73.46,70.71,77.56,18.13,13.69,11.51,7.29,20.19,82.11
CB,65.14,42.08,63.67,50.76,70.57,69.58,16.19,17.2,11.27,8.67,23.63,78.65
LW,80.07,79.9,74.37,81.73,38.86,54.43,8.85,18.27,1.78,12.11,13.41,84.74
CAM,84.22,65.12,84.26,57.28,47.08,64.18,15.5,12.59,12.8,11.9,16.02,82.68
RW,85.37,65.47,80.59,94.71,47.47,53.54,16.73,9.79,15.76,8.06,8.72,87.51
RB,72.87,42.67,73.07,47.15,73.45,67.16,11.71,14.34,12.66,19.05,12.22,78.45
CB,40.53,41.15,55.19,58.34,68.08,74.81,13.3,5.5,13.7,11.65,11.16,78.3
RW,86.73,90.08,90.08,76.8,43.89,62.27,17.31,15.18,10.16,17.51,12.52,89.63
CB,65.7,31.82,62.63,44.67,75.65,71.6,9.61,10.13,11.64,10.05,7.26,81.13
RW,72.74,62.92,65.36,71.19,39.82,49.88,18.99,4.75,9.62,17.26,10.47,78.29
RB,67.82,56.99,82.89,54.12,47.69,65.98,19.11,13.2,9.06,7.45,17.53,77.11
CAM,86.06,65.38,75.54,71.7,38.83,63.54,19.52,7.38,17.73,12.13,6.61,81.43
GK,49.8,21.59,61.94,42.47,50.35,78.05,92.18,74.13,81.49,69.17,54.22,82.3
RB,86.12,23.25,60.64,57.95,65.83,68.76,12.93,13.14,9.72,8.91,11.62,80.79
CM,75.21,39.73,91.59,65.08,70.54,60.42,14.76,6.47,9.21,14.65,8.87,81.63
CB,66.22,21.4,56.18,66.39,84.48,65.37,13.91,11.25,17.97,10.13,14.91,80.45
ST,87.13,81.1,66.98,79.03,42.36,69.66,16.1,11.82,17.94,10.57,12.11,85.51
CB,53.37,44.84,56.73,47.33,58.91,88.18,16.86,19.16,7.0,16.77,11.47,80.44
RB,86.36,38.28,69.37,66.27,57.23,72.35,13.62,19.28,14.38,9.87,17.02,83.18
RW,71.17,84.46,72.06,78.27,47.47,64.91,6.81,4.73,8.22,11.18,8.87,84.8
LW,75.92,86.4,61.38,97.86,38.64,63.1,17.66,8.38,15.14,8.42,7.84,85.98
RW,87.93,80.27,65.07,80.48,41.73,40.18,10.92,12.63,9.59,7.23,12.89,84.6
LW,82.92,77.01,47.04,85.93,58.43,47.95,10.03,13.09,9.45,8.05,6.86,85.13
RW,85.32,56.46,71.74,82.12,37.76,57.57,12.87,11.94,9.79,15.2,12.01,83.17
CM,65.94,58.32,77.82,75.96,71.51,64.26,13.2,14.42,17.14,15.42,14.99,81.94
RW,75.46,90.22,63.87,73.09,56.94,51.51,18.98,8.12,10.7,11.72,11.79,84.11
CAM,82.35,92.03,74.5,81.42,41.35,66.63,6.68,17.13,14.32,11.64,3.29,87.04
LW,88.2,71.26,76.39,80.58,37.95,62.83,12.84,8.49,17.26,13.97,13.89,84.98
CM,63.41,49.14,72.39,60.58,67.95,74.95,12.52,17.09,15.01,15.38,13.14,80.64
CAM,70.28,74.92,79.92,77.24,54.07,63.42,19.77,9.14,12.97,16.37,16.94,84.93
GK,53.38,13.09,50.37,43.79,46.46,60.86,84.72,84.7,68.22,61.52,76.07,84.01
CDM,48.96,52.58,74.84,76.87,74.03,70.69,3.59,14.1,9.5,10.86,13.6,79.03
CDM,65.61,31.68,84.22,65.08,76.47,74.34,17.58,18.08,5.98,7.76,8.64,84.87
CAM,76.21,48.88,63.72,71.0,49.9,60.21,10.09,9.93,11.33,11.39,9.32,78.21
RW,78.77,68.93,67.15,76.2,53.06,60.29,11.88,9.74,15.23,9.64,10.63,81.44
RW,69.71,58.45,85.77,80.53,30.92,73.83,16.94,13.27,13.92,16.03,16.33,80.13
RW,83.48,78.38,51.68,81.28,41.94,49.65,7.22,11.34,20.13,9.1,14.39,83.05
LB,75.76,52.58,76.65,59.86,75.03,64.55,13.09,12.87,14.08,16.67,10.86,79.61
CDM,54.02,66.85,79.52,60.42,73.18,62.79,15.29,6.88,14.45,13.73,10.12,82.13
CDM,63.89,55.85,53.65,66.16,66.53,99.0,14.23,10.4,11.38,10.49,15.96,84.12
LB,77.5,39.59,67.86,68.15,75.59,69.23,3.48,16.73,20.46,17.57,10.83,81.83
LB,81.11,51.52,55.47,61.32,66.85,53.2,12.07,13.86,15.79,18.09,10.24,79.75
CDM,55.94,76.96,67.09,56.71,72.99,59.31,10.33,16.08,12.4,15.44,14.75,81.11
CDM,48.33,45.77,70.81,57.58,82.64,68.81,16.04,3.34,6.88,6.99,10.2,81.56
LW,72.06,65.73,65.1,93.12,43.05,61.98,8.27,13.42,8.9,10.13,6.21,83.79
LB,80.4,43.91,59.19,75.79,59.99,61.52,12.34,6.12,13.39,11.61,7.68,77.76
CAM,65.25,61.44,84.29,75.39,41.28,51.08,4.58,10.8,11.55,8.55,20.2,81.02
CAM,69.49,58.99,75.04,71.55,46.91,70.26,8.13,14.13,13.59,12.76,15.95,80.31
CM,50.52,66.26,82.81,61.68,58.76,52.73,9.59,7.95,19.56,9.75,12.72,80.31
RB,75.67,45.6,72.09,61.91,70.85,56.27,2.94,14.77,8.8,10.02,15.07,79.84
